iteration,score,rank_score
2109,6288.722859207443,4144
2110,6586.7122495512995,4291
2111,9312.331786523304,4365
2112,7187.337460002543,4232
2113,6859.400779257317,3345
2114,5976.24234167156,4099
2115,6494.861209283326,4148
2116,8040.787351764961,4092
2117,5575.45962003768,3917
2118,6696.1149167637095,4065
2119,7766.3890060717185,4320
2120,7334.7510145049755,4287
2121,8995.75671096476,4679
2122,6970.62054542235,4246
2123,6216.293318624549,3687
2124,9058.449325534679,3892
2125,5026.908340825228,3628
2126,7486.715440707083,4014
2127,7616.3973753249,4108
2128,6949.77416855464,4058
2129,7206.655516976281,3707
2130,7617.697304076493,4015
2131,7631.2753231955985,4234
2132,11074.571004400452,4746
2133,5934.10926498805,3472
2134,6491.820758941671,3647
2135,8824.855741205096,4065
2136,6389.69508252189,3414
2137,6201.596371668277,4108
2138,9484.73839301715,4521
2139,6283.9318355011765,3529
2140,7868.227188365937,4804
2141,5917.641676469796,3598
2142,5816.855351457589,3582
2143,8200.424502591977,3905
2144,6452.032791257543,3541
2145,6022.173507740378,4096
2146,10166.09000049487,4286
2147,7477.242189236764,3964
2148,6905.991083104154,3879
2149,10324.454537390237,3963
2150,8281.458507099906,3855
2151,8665.644008381865,4450
2152,7524.7375711440845,3952
2153,6660.355983817666,3645
2154,7646.669781754843,4245
2155,7733.406326657587,4033
2156,8274.133518565097,3899
2157,8587.483878950206,4069
2158,6106.40732758137,3771
2159,9619.053488521993,4150
2160,7251.880014076274,3964
2161,6739.603222894002,3797
2162,5825.350662891981,3495
2163,10346.581603581617,3985
2164,8181.22049233107,3815
2165,9542.625377513388,4491
2166,8052.319305125535,4240
2167,6937.83225746893,3693
2168,7651.841619412881,4401
2169,8016.907965528191,4454
2170,6869.175852000122,3922
2171,6274.5904634106,4129
2172,7961.1495632009055,3939
2173,7107.218895093057,3912
2174,8066.804654557012,3934
2175,9597.054799905854,4313
2176,6244.675891386895,3822
2177,8806.026559948274,4246
2178,7180.5739146387195,4348
2179,8160.551024550084,4593
2180,5612.976678226968,3948
2181,6567.706758912619,4509
2182,10816.824487070786,4591
2183,6598.850983770938,3966
2184,7562.636160842228,4385
2185,6051.701495184878,3460
2186,7137.313235873147,4044
2187,7576.054303940856,4070
2188,8301.9721409417,4039
2189,7621.598441080809,4213
2190,6115.477828253346,3601
2191,6290.64902184408,3371
2192,9450.820912087558,4126
2193,7157.6077140326415,3569
2194,7106.1323797288105,4608
2195,5234.13862667727,3799
2196,6087.117950312074,3723
2197,6036.803074871648,4132
2198,8550.88431443254,3643
2199,7740.828113940751,4021
2200,7591.345498879749,4094
2201,8660.892035621979,4117
2202,8169.331115672731,4010
2203,8572.948448831823,4592
2204,6350.76991454243,4274
2205,8449.995986542512,3840
2206,6141.515640907257,3631
2207,5918.937479024119,3776
2208,8452.092430345689,4557
2209,11337.892075217762,4995
2210,7377.589299667806,4049
2211,5091.247789193484,3473
2212,8662.169990558632,4157
2213,7883.1501066841065,3644
2214,7280.904065059518,4005
2215,9378.34923795244,3976
2216,9010.620878089914,4619
2217,7324.831702774698,3991
2218,7771.6613071218535,4157
2219,5790.421346617933,4170
2220,8393.652841283601,3528
2221,7335.227490020325,4097
2222,6147.044926815793,3555
2223,10135.22424895351,4187
2224,8154.43567342956,4025
2225,5044.03873385595,3543
2226,10723.752274257844,4735
2227,10697.724625578874,4522
2228,5104.011610390614,3711
2229,6609.314102591739,4161
2230,5959.590401513342,3794
2231,6696.962329635787,4669
2232,7056.9732780313125,4176
2233,6473.1323191771025,4211
2234,7838.33745380084,4062
2235,8040.060976520815,4478
2236,4827.390041696842,3680
2237,8853.810560995491,4185
2238,8005.87476509707,4249
2239,9481.10518265847,4008
2240,6463.7373385940155,4244
2241,6415.580398336909,4089
2242,6502.678673469037,4532
2243,7586.527539941772,4256
2244,8287.792286255546,4047
2245,6167.417083896582,3358
2246,8105.8556923173555,3846
2247,6543.0187080447395,3993
2248,8778.46796104536,4081
2249,8462.322791107701,4179
2250,9870.47767559062,4002
2251,10146.479316865074,4426
2252,6783.779910666824,4209
2253,6271.414653546174,3807
2254,6037.473675780438,4401
2255,10172.382503628856,4831
2256,10282.159467127221,4005
2257,8447.102366934825,4037
2258,6579.38699971836,3736
2259,6517.701193581411,4282
2260,11023.123953919418,4906
2261,8410.843634585242,4379
2262,9055.929284062204,4879
2263,10566.194558214711,4360
2264,6287.309149351905,3631
2265,8582.876262391259,3880
2266,6471.405578628236,3901
2267,7106.718096444661,4099
2268,7593.862341529884,4160
2269,7985.726532896621,4471
2270,7830.068696761874,4219
2271,8526.816434945982,3969
2272,7427.182478993949,3855
2273,5903.117122178303,3866
2274,8358.39377178466,4273
2275,8651.822526851793,3946
2276,9916.471734031977,4469
2277,5510.819260404517,3908
2278,7202.432052137577,3976
2279,10517.088409089809,4457
2280,6875.137040673691,3982
2281,8319.067259152383,4336
2282,9362.579072440763,4254
2283,7867.19581388206,4237
2284,8240.40315997949,4083
2285,7488.999767143928,3859
2286,5900.712725491656,4126
2287,9528.488086921323,4068
2288,8575.270303809262,4804
2289,6614.674942283739,3979
2290,10339.102293598393,4174
2291,7326.559202707852,3804
2292,7331.080622373919,3799
2293,7675.056995013766,4209
2294,8125.532521580332,4683
2295,8141.302383309396,4187
2296,6680.8139026662475,3778
2297,5774.769612120401,3864
2298,7912.184721812562,3665
2299,5711.966678928963,3850
2300,7677.229861761548,4085
2301,5414.517081258306,3547
2302,8796.360407675262,4683
2303,8143.9417627045,4251
2304,6327.34367721025,4173
2305,11446.105070379417,4762
2306,5797.978455301463,3673
2307,9988.199194182933,4202
2308,8295.66453090567,3889
2309,9197.214460933397,4322
2310,7607.863492699219,4246
2311,10154.188633342063,4262
2312,5694.360366584061,3926
2313,10479.672867214718,4368
2314,7856.081268481934,4439
2315,6227.06730071278,3866
2316,9342.064153121779,4647
2317,8491.490166201167,4878
2318,6037.541965382427,3284
2319,6289.655134027651,3699
2320,6342.703373017784,3655
2321,6122.298607207131,4026
2322,8098.654618856342,3477
2323,7579.353313725452,4168
2324,6582.587025505662,3662
2325,6065.266713532664,4303
2326,8118.2750256250265,3964
2327,7723.751100809655,4226
2328,11605.188542668278,4410
2329,6684.43203430203,4361
2330,7685.391772332788,4186
2331,10567.616092717977,4620
2332,8221.471556872664,4187
2333,6027.335727120286,3593
2334,8579.773726445137,3710
2335,8664.53649303157,4559
2336,8472.161406716687,4365
2337,8551.621700451487,4336
2338,6680.454068464636,4082
2339,8082.950315099588,4383
2340,6732.562732605101,3943
2341,7930.88710774782,3923
2342,9019.805272611178,4424
2343,6135.107175108181,3643
2344,10835.739174028466,4411
2345,5791.9686398980775,3387
2346,6680.791958473671,3671
2347,6608.533349053096,3937
2348,7940.33047152411,4134
2349,5660.791176220618,4035
2350,9933.787028200108,4622
2351,5817.187771729604,3759
2352,7841.560022271473,4351
2353,7412.10955325747,4162
2354,6751.941779230261,3611
2355,8197.920421359966,4422
2356,5836.145008833212,3573
2357,9200.488738138496,4155
2358,8169.031325216453,4633
2359,8127.827039040833,3997
2360,8724.106887364633,4140
2361,5995.821792818795,3541
2362,7397.012142580309,4209
2363,6799.392431030505,4061
2364,8090.735978403185,4073
2365,7366.430536174122,3936
2366,7470.999638274316,3749
2367,5518.153970827668,3879
2368,10908.44041446784,4589
2369,7834.550467658476,4041
2370,8193.72325965429,4687
2371,7540.824230064466,4218
2372,9294.754036239081,3857
2373,9841.164134799266,4288
2374,7194.859883065618,4386
2375,6234.257926827771,3507
2376,8509.960167563031,4524
2377,6121.869441951912,3890
2378,8580.080702904925,3806
2379,5009.3328158911945,3352
2380,7737.6133160480795,4558
2381,7857.517476139919,4318
2382,10029.490741875394,4585
2383,9603.443324423133,4207
2384,6263.15102203257,4166
2385,6691.840384820157,4141
2386,8430.17636327991,4275
2387,10564.93426918624,4635
2388,6042.554736507475,4091
2389,6702.355013649952,3574
2390,6239.080164895517,3842
2391,8297.297818187224,4024
2392,5692.118766263686,3698
2393,6591.229999365337,4084
2394,9542.586365020736,4567
2395,5522.910772707728,3632
2396,7134.402626481422,4446
2397,9717.33479041031,4643
2398,10217.527726765875,4748
2399,7297.991171101144,4363
2400,6821.119821586813,4164
2401,6508.857946550333,4146
2402,7165.465856874585,4065
2403,6866.797278772591,4369
2404,6040.17315751693,4372
2405,7076.405596250706,3786
2406,9233.957881779152,4298
2407,10783.758648323552,4547
2408,6738.714135666662,3617
2409,7566.007724274711,3604
2410,8141.750248789408,4578
2411,7722.148238621898,3490
2412,7281.851616252424,4110
2413,6731.590716298819,4447
2414,6194.865173379206,4006
2415,8064.908395660458,3976
2416,7718.395757583934,4287
2417,6610.825438787392,4048
2418,8274.497349320816,4640
2419,10011.062520337564,4211
2420,10590.734293893034,4365
2421,7903.110517751304,4088
2422,7838.513172289432,4329
2423,5741.748929179579,3999
2424,9301.706608645445,4300
2425,11463.937346194209,4643
2426,7500.164152566053,3772
2427,8054.971258142769,4630
2428,10409.823615178284,5091
2429,5227.455073800703,3486
2430,7922.033427344117,3776
2431,9736.93195982977,4640
2432,10960.232875456568,4432
2433,6030.93546783646,3874
2434,6241.979363752789,4049
2435,5484.275879385026,4120
2436,8090.013272673355,3801
2437,7145.955890612617,4403
2438,6035.085041260463,3561
2439,12688.170737465502,4689
2440,10842.669833247775,4593
2441,8311.89185618702,4293
2442,7127.475115247582,4238
2443,9703.377279254284,4121
2444,7975.627747606473,3660
2445,7513.011677224156,4273
2446,7520.935885319417,4159
2447,8035.295148654816,4010
2448,7174.802755974806,3741
2449,9578.641848647329,4230
2450,6256.173047385563,4270
2451,7133.310206595924,3958
2452,6179.200109759139,3941
2453,8656.806761106542,4076
2454,5841.88993651232,3705
2455,7383.212989201794,3705
2456,6660.76430156273,4049
2457,8296.213009173069,4530
2458,7474.58774753278,4307
2459,5554.972718989024,3901
2460,7899.505210828197,4354
2461,10424.050217041207,4245
2462,6928.540271817899,3858
2463,9816.851873830277,4571
2464,8057.234015833013,3869
2465,8587.636321101654,4568
2466,7667.161148389371,3942
2467,7750.838522674807,4473
2468,7691.0449983529925,4179
2469,5824.023975863407,3872
2470,8046.060697625291,3842
2471,7880.938517614101,3835
2472,8004.673473484753,4387
2473,8068.93710892172,4370
2474,6739.048204430089,4223
2475,8008.726339997302,4307
2476,5479.617150836527,3719
2477,9125.220896844316,4589
2478,5747.57639931983,4135
2479,7716.725364354349,3962
2480,4889.957226344414,3322
2481,6263.860683337098,3986
2482,7631.209806636152,4146
2483,6198.69763899325,4059
2484,10773.910704061132,4597
2485,10269.484396597007,4189
2486,9194.990982674564,4317
2487,7961.478466282299,4503
2488,7231.756466391483,4149
2489,6603.361719048433,3819
2490,8713.488004381412,4004
2491,6408.95125455448,3933
2492,7790.8833873663125,4370
2493,6818.339251160703,4210
2494,10786.904095257076,4434
2495,6116.6061406593735,3608
2496,7055.982604820646,4240
2497,6298.624303791617,3573
2498,6895.027826924214,4195
2499,8118.45188187525,3996
2500,9570.568198907837,4031
2501,7746.862386946091,3989
2502,7282.6353508326,3871
2503,7004.560629688067,3876
2504,7887.50994254702,4337
2505,7525.802007573538,3934
2506,6645.889531554245,3756
2507,6129.616081296216,3695
2508,6032.837457982446,3992
2509,7496.3088529433535,4497
2510,6392.638910610317,4160
2511,5997.88127483683,3672
2512,9166.732993990878,4315
2513,5043.909784860564,3917
2514,7159.6587176496305,4288
2515,6913.109242791197,4270
2516,7678.283762424027,4398
2517,6242.349227621514,3635
2518,6200.971426454017,3646
2519,6055.193468211433,3457
2520,8964.051791678952,4645
2521,7151.944326693355,4136
2522,9121.05027074886,4341
2523,8882.566597660541,4186
2524,8733.723994057458,4653
2525,9122.333120832292,4221
2526,8980.310813484986,4380
2527,6422.526408970266,3710
2528,5970.585225125301,3542
2529,7892.519825714194,4248
2530,6618.341408866957,4148
2531,6916.3018720144,3784
2532,10913.78423413646,4436
2533,10767.9626679644,4845
2534,7440.807151845633,3957
2535,7730.374708273204,4058
2536,6547.413285280956,3804
2537,7697.079133900978,4120
2538,5712.4290037382825,3670
2539,10227.1484147802,4124
2540,6472.231011013343,3632
2541,8780.203380025287,3758
2542,6201.45350987476,3860
2543,7365.004150402893,3642
2544,10898.3353086618,4915
2545,6165.394465169412,4004
2546,6873.426341143716,4351
2547,10436.80907209203,4475
2548,5969.562043478976,4005
2549,7156.468648987836,3904
2550,7740.007310927206,4188
2551,7038.831635447462,3787
2552,8245.552863266163,4392
2553,6162.898913113959,3477
2554,7926.797981990676,4144
2555,8869.59162314244,4303
2556,7860.566027361009,4372
2557,7078.2754857710115,3659
2558,6637.298732874076,4532
2559,7830.217249696165,4099
2560,6042.8748942699885,4249
2561,10628.68388546069,4593
2562,9550.78388515822,4724
2563,8596.34165472402,4537
2564,10194.660870723706,4402
2565,6077.741415749403,3825
2566,8583.316317856164,4336
2567,7652.717995475824,3955
2568,5522.699009360117,3946
2569,7866.772405284646,4254
2570,6286.983823761436,3708
2571,5490.337889744441,3688
2572,9578.080809755604,4755
2573,6203.6759916708515,4163
2574,7692.490984380277,3918
2575,7459.090846636861,3816
2576,6892.192598382865,3573
2577,8125.957689233487,4138
2578,5417.198571682408,3715
2579,8303.75935756231,4316
2580,6621.765983535247,4019
2581,6521.812685959065,3975
2582,7775.573004133288,4022
2583,7721.5852559243585,4190
2584,5994.680843695389,3873
2585,8564.027150290181,4340
2586,4770.527467967427,3605
2587,5117.899042514978,3263
2588,7669.1484445105425,3797
2589,5839.77186019791,3885
2590,6771.361672846848,4189
2591,11368.902943433934,4629
2592,9493.633833437667,4326
2593,7502.400295339332,4304
2594,7139.027873935264,3832
2595,8876.012635354702,3928
2596,6374.490468104453,4244
2597,6096.641224181512,3437
2598,6228.566928445826,4232
2599,11314.281730993713,4850
2600,7168.370017804611,4681
2601,4900.842708706769,3453
2602,6495.618806795962,3866
2603,7858.722873076467,4147
2604,7340.417265082694,3786
2605,5584.097815351121,3601
2606,7053.761358826757,3776
2607,5579.710220289152,3485
2608,5535.95414117004,3565
2609,6481.057678642445,3811
2610,7964.344836612172,4045
2611,7262.4434452336645,3913
2612,11650.737319549353,4416
2613,7378.130576935544,4117
2614,8207.933291344718,4221
2615,8690.068631921544,4167
2616,5944.106065106198,4178
2617,7888.650965699167,3862
2618,8565.896009454802,3952
2619,5454.520257474095,3789
2620,6230.558012842192,4015
2621,7581.323364888428,3830
2622,7152.8854751889685,4093
2623,7986.899878911855,3595
2624,7594.27133561121,4250
2625,6485.442851653469,3916
2626,6887.058803589292,3756
2627,8084.844197983651,4090
2628,8628.983140687536,4143
2629,9193.040909301402,4327
2630,6937.816070799179,3515
2631,6465.922991820412,3761
2632,8602.326618155334,4160
2633,5709.667935987145,3763
2634,8540.06450544733,4246
2635,7824.6560524288925,4494
2636,7645.243214596258,4028
2637,5952.061891129799,3852
2638,6428.539401346208,4018
2639,6657.180821035991,3781
2640,6656.260953679759,3939
2641,8415.394747257858,4245
2642,7305.8494414333645,4211
2643,6575.8206549896895,3972
2644,8073.186135925111,4078
2645,5904.738600606137,3806
2646,5529.83466650662,3641
2647,7944.856988897423,4232
2648,9495.67809615435,4427
2649,10385.702394176198,4071
2650,9596.705244941197,4447
2651,8294.13821577415,3955
2652,8665.073920883451,4336
2653,6009.857932004475,3789
2654,6291.317223056167,4181
2655,6440.6134069526215,3831
2656,7415.291869313113,3907
2657,7559.574735539769,4377
2658,8113.739735613513,4244
2659,11864.49258437478,4453
2660,6126.055998790057,4380
2661,9418.184532117795,4301
2662,5625.060359087207,4029
2663,8311.3852626601,4046
2664,6145.535147108861,4076
2665,6452.103807185359,3881
2666,7474.920006101425,4392
2667,6268.715451553675,3863
2668,8548.952023426515,4164
2669,7085.540935689852,4172
2670,9308.549214261304,4036
2671,5704.785446136547,4019
2672,6279.802724697096,4353
2673,6961.653395641822,3607
2674,6129.310479356978,3784
2675,7852.938996081537,4078
2676,7895.505916355288,3811
2677,6251.577544892893,3697
2678,6293.939582988421,4261
2679,5398.91080364842,3664
2680,7837.4719827049075,4351
2681,9935.911041405005,3973
2682,7021.422392820615,4763
2683,5933.122376734425,4180
2684,7644.785894588523,4718
2685,7246.843578329423,4021
2686,6895.250492521439,4059
2687,9447.54117605113,4543
2688,5924.7867284669555,4043
2689,7850.91037094999,3871
2690,7894.92866360033,4021
2691,7138.107644071512,3918
2692,6182.2957098706165,3961
2693,7444.672430098909,3861
2694,9033.985977987555,3910
2695,8022.344928915646,3889
2696,6053.717740461331,3582
2697,10639.176369611012,4503
2698,6121.498695699612,4204
2699,8714.996196183001,3901
2700,8131.460644263471,4088
2701,8113.956330101748,4343
2702,6020.986764649992,3604
2703,9263.10849699744,4126
2704,7745.881773340524,4262
2705,6947.32587195951,4138
2706,8111.902029456723,3944
2707,6978.045571335273,3799
2708,7928.8870550573465,4070
2709,7614.3539312314515,4301
2710,9524.918627678788,3966
2711,8113.13728868125,4151
2712,6960.6678989787615,3732
2713,9104.00555517504,3955
2714,10941.280500447525,4941
2715,8625.273515007848,4346
2716,8079.316621683765,4526
2717,6102.975235450979,3924
2718,4220.684305693561,3368
2719,10485.665809194976,4756
2720,8898.288571869143,4098
2721,8496.32192002969,4240
2722,6336.195388147636,3916
2723,7877.809628553308,4203
2724,6975.759100898446,3772
2725,7374.4715376980275,4452
2726,7797.305997037776,3915
2727,9822.000397180796,4515
2728,8145.774510305157,4170
2729,7199.220381956696,4462
2730,6843.898131795018,3799
2731,6972.915970457034,3803
2732,8334.634002757357,4320
2733,7246.823124373528,4338
2734,8634.034475494907,4788
2735,6396.927388691744,4521
2736,6609.165308781586,4666
2737,7021.819737867725,3918
2738,5567.972112671518,3869
2739,7664.402564098581,3802
2740,6305.367403787486,3922
2741,7704.1093549153475,4521
2742,10723.466461116855,4440
2743,8929.759806459539,4261
2744,7501.852785027792,4029
2745,6099.222435164508,3829
2746,7732.162058657485,4132
2747,8286.026639096028,4158
2748,6352.209056773626,3621
2749,9978.683646442005,4616
2750,9452.915831378565,3960
2751,8663.651576394008,4236
2752,5606.489212377485,3450
2753,7999.040201046328,3694
2754,8097.011483724134,4138
2755,10680.959772218648,4049
2756,10041.01443745684,4206
2757,7516.561607230338,4167
2758,8952.57381602787,4208
2759,6105.795038478066,3770
2760,6478.358300761983,3955
2761,6137.856578650918,4105
2762,6291.257264909773,3898
2763,5434.471993367773,3488
2764,8773.76842551375,4342
2765,6573.746837271606,4110
2766,8921.315666523144,4250
2767,6901.257669867083,4136
2768,8223.657751879779,4001
2769,7736.282153121984,4402
2770,5614.754975384367,3880
2771,4966.108430584946,3563
2772,5631.410722238599,3834
2773,11296.56754609636,4578
2774,6143.870892756665,3825
2775,7935.834583965165,4402
2776,8029.396230140783,3865
2777,6779.545066868807,3936
2778,7287.228808025296,4043
2779,8915.841447678296,4596
2780,6279.664056967755,3596
2781,7856.831023342187,4227
2782,6202.319379511471,4216
2783,8050.27283940765,4717
2784,6938.678712979458,4215
2785,6117.473694505734,3597
2786,6949.912182850164,3912
2787,7830.354741862177,3881
2788,6937.4048504190605,4332
2789,8063.092673181203,4333
2790,5817.215552812245,3975
2791,7367.72865240019,3706
2792,7720.933230811664,3712
2793,6232.110633936608,3848
2794,8130.610658536981,4491
2795,6004.543507511374,4001
2796,7257.941651542105,4553
2797,7868.75072328477,3995
2798,7321.108656249831,3704
2799,5422.66435427201,3972
2800,8667.005724057952,4217
2801,6837.253325174024,4023
2802,8299.211475624319,4064
2803,6546.599405970891,3906
2804,8455.551674206376,4021
2805,7229.878026701532,3403
2806,6165.633906035456,4209
2807,7389.162538683056,3856
2808,6329.025899058429,4300
2809,7554.550328040159,4457
2810,7744.265180057092,4279
2811,6832.605066665294,3761
2812,10384.661047928003,4792
2813,7885.030270548976,4291
2814,6706.039008346758,3942
2815,5940.009223724881,4139
2816,7058.091918209985,3885
2817,8275.674883637901,4089
2818,7022.977181534928,4317
2819,9142.399813634427,4209
2820,9829.217491041192,4090
2821,7605.332402356733,3674
2822,6435.077425034299,3939
2823,6193.632989351399,4005
2824,9614.700459412576,4240
2825,8258.074451379149,4345
2826,8160.944098851663,3517
2827,9432.601369458804,4711
2828,7794.226371324767,4301
2829,5740.217001767678,3820
2830,8106.443801074599,4229
2831,6115.637492189322,4307
2832,7979.759985698141,4140
2833,10166.06667520657,4601
2834,7415.0386791147,4507
2835,7685.6531556414575,4220
2836,6783.941061342127,4076
2837,7522.73859343863,4082
2838,8233.484249995134,4140
2839,7560.105906781052,4097
2840,6511.660370462991,3635
2841,8021.364342412052,4115
2842,7081.674315189218,4358
2843,6016.751945572016,4480
2844,9942.422256749996,4688
2845,6184.968506451842,4062
2846,6195.126912511989,4111
2847,5763.853316376291,3842
2848,6616.32591353744,3935
2849,6351.557471294576,3680
2850,8358.216235626467,4255
2851,5954.78990095028,3779
2852,7866.0985325658,3719
2853,6036.88877906122,3806
2854,8294.779144667198,4142
2855,6038.768629921501,3577
2856,6453.060685617155,4216
2857,6469.526695444908,3426
2858,8080.531990178613,4391
2859,7175.708919047924,4050
2860,10872.102612731655,4748
2861,4722.03030417142,3681
2862,6562.940185754224,3798
2863,8864.789270280877,4639
2864,10101.16647709814,4596
2865,7202.458343882108,3916
2866,8492.971831913837,3928
2867,8341.039403977673,3796
2868,7386.487558217962,4343
2869,7896.420784505328,4136
2870,8664.935888387989,4283
2871,6878.516422421736,3865
2872,6120.9276387393165,3624
2873,8478.210819261625,3769
2874,6446.748315743801,3656
2875,6844.409762755231,3498
2876,6916.7410525896785,4188
2877,9429.503980018286,4398
2878,7529.797445701066,4458
2879,6697.8111203912995,4251
2880,7964.928219120358,3715
2881,10005.02342432163,3697
2882,6398.104246797652,4047
2883,8031.486572006119,3907
2884,8357.49341837723,4432
2885,6225.932579529145,3972
2886,7988.845160301752,4093
2887,11368.72453849465,4887
2888,8837.88162498323,4220
2889,7528.184559980108,4259
2890,9317.754958602778,3945
2891,5228.580483936734,3622
2892,8110.768812612408,4299
2893,7726.662070653277,4730
2894,7469.159064039478,4014
2895,8125.4060368844475,4419
2896,12035.85178429032,4506
2897,7355.12782544269,4040
2898,7663.533196374784,4269
2899,7706.9228138269655,4184
2900,8395.201520881776,3864
2901,8346.832801708058,4409
2902,6719.454506400477,4279
2903,6254.137011211092,3745
2904,6393.182448273403,4663
2905,7851.689167272274,3970
2906,9492.273526059185,4269
2907,8823.426695565464,4422
2908,6839.785278318599,3893
2909,5360.763954880562,3805
2910,7360.5512934488315,3823
2911,8753.926970260316,4205
2912,6843.540998570675,4115
2913,6295.367912185105,4197
2914,6628.414235226602,4456
2915,8147.731235658449,4016
2916,7574.5801072235,4145
2917,9189.747852491815,4160
2918,6721.629290734622,4305
2919,6278.158592963849,3692
2920,8056.1690086497565,3892
2921,8258.896761451482,4069
2922,8112.638436366003,4046
2923,7952.439928330368,4181
2924,7642.948618872113,4266
2925,7561.304295830093,3804
2926,6373.148400355757,3606
2927,5743.301682855542,3925
2928,7861.097187834243,4232
2929,8309.22019956452,4164
2930,6572.772736323551,3623
2931,6011.95211100415,3965
2932,10055.69455326107,4157
2933,8401.87199150295,4132
2934,8278.535956282092,4378
2935,11177.000804627416,4459
2936,7154.816893888895,4192
2937,6068.889196047835,4053
2938,8278.32646824718,4369
2939,8523.8560580355,4585
2940,8229.037738957948,4021
2941,9746.023475079628,3909
2942,6153.949999545612,3847
2943,7842.097022591794,3985
2944,6664.101989520893,3321
2945,5615.03136845127,3547
2946,6059.872871000506,3898
2947,7512.581569148504,4596
2948,8101.380628699973,4352
2949,6789.469071210144,4461
2950,5818.103912567056,3394
2951,9222.563184636718,4350
2952,6654.122398363444,4007
2953,6607.886142710596,3630
2954,6498.676899734107,3474
2955,10448.92960431212,4305
2956,8201.802471920146,4021
2957,7305.514617686497,4254
2958,6240.836312954339,3822
2959,8331.872624727685,4482
2960,8245.536348004076,4310
2961,6201.656267227721,3822
2962,6009.107918587434,3826
2963,9951.616579665688,4181
2964,7907.441642580433,4353
2965,7279.609672047491,4655
2966,7368.184336281342,3967
2967,7993.393143323871,4070
2968,7556.463449408508,4467
2969,7991.566158783212,4642
2970,8819.434619160525,4362
2971,8230.350395029376,4729
2972,11003.568188832007,4444
2973,7345.740191939742,4135
2974,10697.665495667987,3948
2975,7613.700912329668,4240
2976,7783.281944820318,4063
2977,8896.627081917992,4190
2978,7512.210601031394,4188
2979,9212.123657118767,4338
2980,6272.228546966633,4469
2981,6893.144248264116,3814
2982,9073.662070751012,4393
2983,9023.99250562318,4578
2984,11241.241070711325,4424
2985,9939.502577305519,3998
2986,7587.7311819837105,3634
2987,8633.102946883513,4532
2988,7827.662482133434,4240
2989,5924.742858112865,3790
2990,6125.041070855527,4131
2991,7732.721204838494,3908
2992,7205.339904465216,4360
2993,9098.653788870284,4235
2994,7421.7719750638535,4138
2995,6152.279493848005,4045
2996,7778.689696904319,3755
2997,5925.924303807492,3816
2998,7826.108266312031,3575
2999,7020.45805666579,4050
3000,7650.73269635766,4196
3001,8117.538266610552,3886
3002,5754.379376780062,3270
3003,6033.1727061559595,3982
3004,5157.885458086776,3513
3005,6167.867823874435,3454
3006,8217.239517521277,4196
3007,7158.416448832465,4263
3008,6585.709175488338,4185
3009,9219.679654624835,3924
3010,6489.30179498871,3944
3011,6050.7815358023245,3635
3012,6580.165849918607,4573
3013,8889.334209342782,4098
3014,7860.553095175903,4215
3015,7945.913642735982,4161
3016,8724.767287024853,4318
3017,6828.835400390561,3604
3018,8273.834447985177,4435
3019,9315.495979879815,4233
3020,6724.521445955031,4271
3021,6311.381954251094,3752
3022,7099.39118211793,4643
3023,7739.867317696438,4222
3024,11503.25126483915,4347
3025,6592.236691807304,3390
3026,7104.87179391249,4420
3027,6852.178815054931,4200
3028,7919.275401927856,4257
3029,6328.161204786732,3836
3030,6723.066622648339,3637
3031,6797.386099664043,3852
3032,8275.07442248855,3605
3033,6538.311941364312,3980
3034,7894.751721425886,3736
3035,6684.334713203443,3678
3036,9448.85243210784,4117
3037,9651.627763733479,4085
3038,6092.80213944088,3657
3039,6233.799254953996,4040
3040,6993.098533905046,3950
3041,5872.53737490541,3611
3042,5768.454701998626,3928
3043,8910.477224518087,4222
3044,6634.394020021057,3793
3045,7566.394130468759,4374
3046,7833.2809647344375,4279
3047,8964.868072333571,4114
3048,7448.777496575459,3988
3049,9203.034165526149,4191
3050,7179.573411935097,4223
3051,7791.610259471498,4225
3052,7641.6396036841925,4732
3053,6705.186550446883,3775
3054,7909.016726105517,4588
3055,10198.581838183942,4132
3056,7706.408161826657,3868
3057,5735.74772435308,4303
3058,6772.0330169460285,3752
3059,10788.952078233942,4445
3060,8492.145616190715,4504
3061,7880.396751071685,4116
3062,9796.649829558955,4456
3063,7908.991532276138,4071
3064,5974.800048620895,4490
3065,5986.502480394258,4143
3066,6490.621507774561,4100
3067,8156.030080788327,4268
3068,6821.526521434862,4535
3069,9183.135003265415,4471
3070,8458.744569922712,4309
3071,7794.925496582303,4458
3072,8507.56328336848,4768
3073,5087.740901826879,3383
3074,7574.690021658399,3913
3075,8201.72090018145,4399
3076,7950.777334332291,3882
3077,9603.570987389365,3979
3078,6750.966159356487,3826
3079,8125.929749649064,4107
3080,8110.937077812281,3603
3081,5802.875348038919,3548
3082,6390.6938730688125,3559
3083,7828.474679806237,3811
3084,10156.982730067639,4180
3085,7746.67033064211,4174
3086,6893.816221805763,3893
3087,8066.42529835842,3797
3088,7506.0354115512255,3974
3089,6144.443489719496,3545
3090,10093.039065132756,4572
3091,6369.661325876723,4181
3092,7065.133557520993,4224
3093,7804.882912041794,3923
3094,10884.376831517027,4571
3095,6647.246458300453,4254
3096,7166.296087335904,4162
3097,7919.7787196674,3570
3098,10372.666906860059,4113
3099,8068.303782154744,3950
3100,6657.044786520709,3915
3101,8923.707476456424,3958
3102,6490.018454114065,3843
