player_name,sample_size,DG_odds,bet365_odds,bet365_ev,betfair_odds,betfair_ev,pointsbet_odds,pointsbet_ev,skybet_odds,skybet_ev,unibet_odds,unibet_ev,draftkings_odds,draftkings_ev,fanduel_odds,fanduel_ev,whill_odds,whill_ev,caesars_odds,caesars_ev,betmgm_odds,betmgm_ev,betonline_odds,betonline_ev,bovada_odds,bovada_ev,betway_odds,betway_ev,betcris_odds,betcris_ev,pinnacle_odds,pinnacle_ev,Timestamp
"Fleetwood, Tommy",150,4018.0,3500.0,-0.126,3500,-0.126,3500,-0.126,3300.0,-0.174,3300,-0.174,3500.0,-0.126,4000,-0.004,3300,-0.174,3500,-0.126,3500,-0.126,3500.0,-0.126,4000,-0.004,3300,-0.174,3156,-0.209,3834.0,-0.045,2025-02-12 06:32:55 PM EST
"McNealy, Maverick",150,6196.0,5000.0,-0.19,5000,-0.19,5500,-0.111,5000.0,-0.19,5000,-0.19,5000.0,-0.19,5500,-0.111,5000,-0.19,5500,-0.111,5000,-0.19,5500.0,-0.111,5000,-0.19,5000,-0.19,5514,-0.108,5850.0,-0.055,2025-02-12 06:32:55 PM EST
"Straka, Sepp",150,4459.0,4500.0,0.009,4000,-0.101,5000,0.119,4000.0,-0.101,4000,-0.101,4500.0,0.009,5000,0.119,4500,0.009,5000,0.119,4500,0.009,4500.0,0.009,4500,0.009,3300,-0.254,4353,-0.023,5452.0,0.218,2025-02-12 06:32:55 PM EST
"Burns, Sam",150,5609.0,4000.0,-0.282,4000,-0.282,5000,-0.107,4000.0,-0.282,3300,-0.404,4500.0,-0.194,5000,-0.107,4000,-0.282,5000,-0.107,4000,-0.282,4500.0,-0.194,5500,-0.019,4000,-0.282,3860,-0.306,4717.0,-0.156,2025-02-12 06:32:55 PM EST
"Lowry, Shane",150,5507.0,4000.0,-0.269,3500,-0.358,4500,-0.18,3500.0,-0.358,3300,-0.394,4500.0,-0.18,4500,-0.18,3500,-0.358,4500,-0.18,3500,-0.358,4500.0,-0.18,4000,-0.269,3300,-0.394,4350,-0.206,5209.0,-0.053,2025-02-12 06:32:55 PM EST
"Lee, Min Woo",150,6131.0,5500.0,-0.101,5000,-0.181,6000,-0.021,5500.0,-0.101,5000,-0.181,5500.0,-0.101,6000,-0.021,5000,-0.181,2800,-0.535,5000,-0.181,5500.0,-0.101,5500,-0.101,4000,-0.342,5358,-0.124,5325.0,-0.129,2025-02-12 06:32:55 PM EST
"Detry, Thomas",150,6249.0,4500.0,-0.275,4500,-0.275,5500,-0.118,5000.0,-0.197,5000,-0.197,5000.0,-0.197,5500,-0.118,4500,-0.275,4500,-0.275,4500,-0.275,6000.0,-0.039,5000,-0.197,4000,-0.354,5863,-0.061,5808.0,-0.069,2025-02-12 06:32:55 PM EST
"Day, Jason",150,8399.0,4000.0,-0.518,4000,-0.518,5000,-0.4,3500.0,-0.576,4000,-0.518,4500.0,-0.459,5000,-0.4,4000,-0.518,5000,-0.4,3500,-0.576,5500.0,-0.341,4500,-0.459,3300,-0.6,5050,-0.394,5524.0,-0.338,2025-02-12 06:32:55 PM EST
"Bradley, Keegan",150,8387.0,6000.0,-0.281,5500,-0.34,6000,-0.281,5500.0,-0.34,5500,-0.34,5500.0,-0.34,6000,-0.281,5500,-0.34,5500,-0.34,6000,-0.281,6500.0,-0.222,6000,-0.281,5000,-0.399,6546,-0.217,6909.0,-0.174,2025-02-12 06:32:55 PM EST
"Henley, Russell",150,5320.0,4500.0,-0.151,4500,-0.151,6000,0.125,4000.0,-0.244,3300,-0.373,5000.0,-0.059,6000,0.125,4500,-0.151,6000,0.125,4500,-0.151,5500.0,0.033,5500,0.033,4000,-0.244,5573,0.047,6083.0,0.141,2025-02-12 06:32:55 PM EST
"Finau, Tony",150,10557.0,4000.0,-0.615,3500,-0.662,4000,-0.615,4000.0,-0.615,4500,-0.568,4000.0,-0.615,4000,-0.615,3500,-0.662,3300,-0.681,3500,-0.662,4500.0,-0.568,4000,-0.615,3300,-0.681,4256,-0.591,4003.0,-0.615,2025-02-12 06:32:55 PM EST
"Zalatoris, Will",150,9290.0,4500.0,-0.51,4000,-0.563,5000,-0.457,4500.0,-0.51,4500,-0.51,4500.0,-0.51,5000,-0.457,4000,-0.563,3000,-0.67,4000,-0.563,6000.0,-0.35,4000,-0.563,3300,-0.638,5455,-0.408,6692.0,-0.277,2025-02-12 06:32:55 PM EST
"An, Byeong Hun",150,9834.0,7000.0,-0.285,6600,-0.326,7500,-0.235,7000.0,-0.285,8000,-0.185,6500.0,-0.336,7500,-0.235,6600,-0.326,7500,-0.235,6600,-0.326,9000.0,-0.084,9000,-0.084,6600,-0.326,8569,-0.127,9564.0,-0.027,2025-02-12 06:32:55 PM EST
"Hovland, Viktor",150,8842.0,5500.0,-0.374,5000,-0.43,5000,-0.43,5000.0,-0.43,5000,-0.43,5000.0,-0.43,5000,-0.43,4500,-0.486,4500,-0.486,5000,-0.43,5500.0,-0.374,4500,-0.486,4000,-0.541,4857,-0.446,5305.0,-0.396,2025-02-12 06:32:55 PM EST
"Poston, J.T.",150,7975.0,7500.0,-0.059,7500,-0.059,8000,0.003,9000.0,0.127,6600,-0.17,7000.0,-0.121,8000,0.003,7000,-0.121,8000,0.003,7500,-0.059,8000.0,0.003,9000,0.127,6600,-0.17,7068,-0.112,9439.0,0.181,2025-02-12 06:32:55 PM EST
"Kim, Si Woo",150,7199.0,7000.0,-0.027,7000,-0.027,7500,0.041,8000.0,0.11,6600,-0.082,6500.0,-0.096,7500,0.041,7000,-0.027,7500,0.041,7500,0.041,9000.0,0.247,7500,0.041,6600,-0.082,7650,0.062,8012.0,0.111,2025-02-12 06:32:55 PM EST
"Stevens, Samuel",150,10829.0,7000.0,-0.35,6600,-0.387,8000,-0.259,7000.0,-0.35,7000,-0.35,7500.0,-0.305,8000,-0.259,7000,-0.35,5500,-0.488,7000,-0.35,9000.0,-0.167,7000,-0.35,6600,-0.387,9369,-0.134,9325.0,-0.138,2025-02-12 06:32:55 PM EST
"Scott, Adam",150,12070.0,6600.0,-0.449,5500,-0.54,7500,-0.376,6600.0,-0.449,6600,-0.449,6500.0,-0.458,7500,-0.376,6000,-0.499,7500,-0.376,6000,-0.499,7000.0,-0.417,6000,-0.499,5000,-0.581,6954,-0.42,7606.0,-0.367,2025-02-12 06:32:55 PM EST
"Clark, Wyndham",150,12479.0,6600.0,-0.467,5000,-0.595,7000,-0.436,6600.0,-0.467,5500,-0.555,6000.0,-0.515,7000,-0.436,6000,-0.515,6500,-0.475,6000,-0.515,7500.0,-0.396,6000,-0.515,5000,-0.595,6160,-0.502,7539.0,-0.393,2025-02-12 06:32:55 PM EST
"Thompson, Davis",150,8869.0,9000.0,0.015,8000,-0.097,10000,0.126,9000.0,0.015,9000,0.015,8000.0,-0.097,10000,0.126,8000,-0.097,10000,0.126,10000,0.126,9000.0,0.015,10000,0.126,6600,-0.253,7253,-0.18,9439.0,0.064,2025-02-12 06:32:55 PM EST
"Theegala, Sahith",150,13174.0,7500.0,-0.427,7000,-0.465,8000,-0.39,7000.0,-0.465,7000,-0.465,7500.0,-0.427,8000,-0.39,6600,-0.495,8000,-0.39,7000,-0.465,10000.0,-0.239,7500,-0.427,6600,-0.495,7258,-0.446,10261.0,-0.219,2025-02-12 06:32:55 PM EST
"Young, Cameron",150,12558.0,6000.0,-0.518,5500,-0.558,7000,-0.439,6000.0,-0.518,6000,-0.518,6500.0,-0.479,7000,-0.439,5500,-0.558,4000,-0.676,6000,-0.518,5500.0,-0.558,5500,-0.558,5000,-0.597,5775,-0.536,7862.0,-0.371,2025-02-12 06:32:55 PM EST
"Davis, Cameron",150,12721.0,8000.0,-0.368,7500,-0.407,11000,-0.134,9000.0,-0.29,10000,-0.212,9000.0,-0.29,11000,-0.134,8000,-0.368,10000,-0.212,9000,-0.29,11000.0,-0.134,8000,-0.368,8000,-0.368,9573,-0.246,11687.0,-0.081,2025-02-12 06:32:55 PM EST
"Woodland, Gary",150,17704.0,10000.0,-0.433,8000,-0.545,12500,-0.292,11000.0,-0.377,9000,-0.489,11000.0,-0.377,12000,-0.32,9000,-0.489,10000,-0.433,10000,-0.433,12500.0,-0.292,7500,-0.573,8000,-0.545,12020,-0.319,11682.0,-0.338,2025-02-12 06:32:55 PM EST
"Bhatia, Akshay",150,9609.0,7000.0,-0.269,6000,-0.372,8000,-0.166,6600.0,-0.31,8000,-0.166,7500.0,-0.217,8000,-0.166,6000,-0.372,5000,-0.475,7000,-0.269,8500.0,-0.114,7500,-0.217,6600,-0.31,7035,-0.265,9036.0,-0.059,2025-02-12 06:32:55 PM EST
"Conners, Corey",150,9439.0,9000.0,-0.046,8000,-0.151,10000,0.059,8000.0,-0.151,8000,-0.151,9000.0,-0.046,10000,0.059,8000,-0.151,10000,0.059,7000,-0.256,11000.0,0.164,9000,-0.046,6600,-0.298,11567,0.223,11478.0,0.214,2025-02-12 06:32:55 PM EST
"Spaun, J.J.",150,12021.0,9000.0,-0.249,10000,-0.167,11000,-0.084,10000.0,-0.167,8000,-0.332,9000.0,-0.249,11000,-0.084,8000,-0.332,10000,-0.167,10000,-0.167,13500.0,0.122,10000,-0.167,8000,-0.332,12880,0.071,13532.0,0.125,2025-02-12 06:32:55 PM EST
"Spieth, Jordan",150,10889.0,4000.0,-0.627,4000,-0.627,4500,-0.581,4000.0,-0.627,4000,-0.627,4000.0,-0.627,4500,-0.581,3500,-0.672,3300,-0.691,3500,-0.672,6500.0,-0.399,4000,-0.627,3300,-0.691,6239,-0.423,7056.0,-0.349,2025-02-12 06:32:55 PM EST
"Greyserman, Max",150,11805.0,9000.0,-0.236,9000,-0.236,10000,-0.152,10000.0,-0.152,8000,-0.32,8000.0,-0.32,10000,-0.152,8000,-0.32,10000,-0.152,9000,-0.236,12500.0,0.058,10000,-0.152,8000,-0.32,13860,0.173,13290.0,0.125,2025-02-12 06:32:55 PM EST
"Hughes, Mackenzie",150,16945.0,11000.0,-0.349,10000,-0.407,15000,-0.114,12500.0,-0.261,12500,-0.261,12000.0,-0.29,15000,-0.114,12500,-0.261,10000,-0.407,12500,-0.261,15000.0,-0.114,15000,-0.114,10000,-0.407,12280,-0.274,15281.0,-0.098,2025-02-12 06:32:55 PM EST
"Berger, Daniel",150,10929.0,7500.0,-0.311,7000,-0.356,9000,-0.175,6600.0,-0.393,6000,-0.447,8000.0,-0.266,9000,-0.175,7000,-0.356,5000,-0.538,8000,-0.266,8000.0,-0.266,6000,-0.447,6600,-0.393,9285,-0.149,10304.0,-0.057,2025-02-12 06:32:55 PM EST
"Eckroat, Austin",150,12070.0,12500.0,0.035,10000,-0.17,15000,0.241,12500.0,0.035,10000,-0.17,12000.0,-0.006,15000,0.241,12500,0.035,15000,0.241,12500,0.035,13500.0,0.117,10000,-0.17,10000,-0.17,12581,0.042,13532.0,0.12,2025-02-12 06:32:55 PM EST
"Fitzpatrick, Matt",150,10770.0,10000.0,-0.071,9000,-0.163,11000,0.021,10000.0,-0.071,9000,-0.163,10000.0,-0.071,11000,0.021,9000,-0.163,7000,-0.347,10000,-0.071,9000.0,-0.163,10000,-0.071,8000,-0.255,7567,-0.295,9239.0,-0.141,2025-02-12 06:32:55 PM EST
"Griffin, Ben",150,12348.0,14000.0,0.133,12500,0.012,15000,0.213,12500.0,0.012,10000,-0.189,12000.0,-0.028,15000,0.213,12500,0.012,15000,0.213,12500,0.012,15500.0,0.253,15000,0.213,12500,0.012,10073,-0.183,15281.0,0.236,2025-02-12 06:32:55 PM EST
"McCarthy, Denny",150,10445.0,10000.0,-0.042,9000,-0.137,11000,0.053,11000.0,0.053,6600,-0.365,9000.0,-0.137,11000,0.053,10000,-0.042,10000,-0.042,10000,-0.042,13500.0,0.29,9000,-0.137,10000,-0.042,9571,-0.083,11197.0,0.071,2025-02-12 06:32:55 PM EST
"Kim, Michael",150,16897.0,10000.0,-0.406,9000,-0.465,12500,-0.259,11000.0,-0.347,10000,-0.406,11000.0,-0.347,12000,-0.288,10000,-0.406,12500,-0.259,12500,-0.259,15000.0,-0.112,10000,-0.406,10000,-0.406,11578,-0.313,13840.0,-0.18,2025-02-12 06:32:55 PM EST
"Horschel, Billy",150,18193.0,11000.0,-0.393,8000,-0.557,12500,-0.311,11000.0,-0.393,8000,-0.557,11000.0,-0.393,12000,-0.339,10000,-0.448,12500,-0.311,10000,-0.448,16500.0,-0.093,12500,-0.311,8000,-0.557,15264,-0.16,16442.0,-0.096,2025-02-12 06:32:55 PM EST
"Jaeger, Stephan",150,18709.0,12500.0,-0.33,12500,-0.33,15000,-0.197,12500.0,-0.33,9000,-0.516,12000.0,-0.357,15000,-0.197,12500,-0.33,8500,-0.543,10000,-0.463,20000.0,0.069,10000,-0.463,10000,-0.463,17578,-0.06,18784.0,0.004,2025-02-12 06:32:55 PM EST
"Glover, Lucas",150,19637.0,12500.0,-0.362,9000,-0.539,12500,-0.362,12500.0,-0.362,10000,-0.488,11000.0,-0.438,12000,-0.387,12500,-0.362,12500,-0.362,12500,-0.362,15000.0,-0.235,10000,-0.488,10000,-0.488,11836,-0.395,16442.0,-0.162,2025-02-12 06:32:55 PM EST
"Yu, Kevin",150,16520.0,12500.0,-0.242,9000,-0.452,15000,-0.091,17500.0,0.059,15000,-0.091,12000.0,-0.272,15000,-0.091,12500,-0.242,15000,-0.091,20000,0.209,18500.0,0.119,15000,-0.091,12500,-0.242,15588,-0.056,19944.0,0.206,2025-02-12 06:32:55 PM EST
"Rai, Aaron",150,12070.0,12500.0,0.035,10000,-0.17,15000,0.241,11000.0,-0.088,8000,-0.334,11000.0,-0.088,15000,0.241,12500,0.035,15000,0.241,10000,-0.17,16500.0,0.364,9000,-0.252,10000,-0.17,13079,0.083,18935.0,0.564,2025-02-12 06:32:55 PM EST
"Novak, Andrew",150,19255.0,11000.0,-0.427,9000,-0.53,12500,-0.349,10000.0,-0.478,10000,-0.478,10000.0,-0.478,12000,-0.375,10000,-0.478,12500,-0.349,10000,-0.478,15000.0,-0.22,9000,-0.53,8000,-0.582,14059,-0.268,14965.0,-0.222,2025-02-12 06:32:55 PM EST
"Rodgers, Patrick",150,30669.0,15000.0,-0.509,12500,-0.591,20000,-0.347,15000.0,-0.509,15000,-0.509,15000.0,-0.509,20000,-0.347,12500,-0.591,20000,-0.347,12500,-0.591,21500.0,-0.298,12500,-0.591,12500,-0.591,17593,-0.425,21890.0,-0.285,2025-02-12 06:32:55 PM EST
"Fowler, Rickie",150,20102.0,14000.0,-0.302,10000,-0.5,15000,-0.253,12500.0,-0.376,10000,-0.5,12000.0,-0.401,15000,-0.253,12500,-0.376,15000,-0.253,12500,-0.376,20000.0,-0.005,12500,-0.376,12500,-0.376,17588,-0.124,18784.0,-0.065,2025-02-12 06:32:55 PM EST
"Taylor, Nick",150,17918.0,12500.0,-0.301,9000,-0.495,17500,-0.023,12500.0,-0.301,10000,-0.439,12000.0,-0.328,17000,-0.051,12500,-0.301,15000,-0.162,10000,-0.439,20000.0,0.116,12500,-0.301,8000,-0.55,22494,0.254,20030.0,0.117,2025-02-12 06:32:55 PM EST
"Harman, Brian",150,17757.0,15000.0,-0.154,10000,-0.434,17500,-0.014,15000.0,-0.154,10000,-0.434,15000.0,-0.154,17000,-0.042,12500,-0.294,17500,-0.014,12500,-0.294,20000.0,0.126,15000,-0.154,12500,-0.294,13781,-0.223,22272.0,0.253,2025-02-12 06:32:55 PM EST
"Bezuidenhout, Christiaan",150,19572.0,11000.0,-0.436,8000,-0.588,12500,-0.36,11000.0,-0.436,9000,-0.537,11000.0,-0.436,12000,-0.385,10000,-0.487,12500,-0.36,10000,-0.487,17000.0,-0.131,10000,-0.487,10000,-0.487,15080,-0.228,17206.0,-0.12,2025-02-12 06:32:55 PM EST
"Hadwin, Adam",150,25005.0,17500.0,-0.299,10000,-0.598,20000,-0.199,20000.0,-0.199,12500,-0.498,15000.0,-0.399,20000,-0.199,15000,-0.399,20000,-0.199,15000,-0.399,21500.0,-0.14,20000,-0.199,15000,-0.399,14084,-0.435,20528.0,-0.178,2025-02-12 06:32:55 PM EST
"Power, Seamus",150,22456.0,17500.0,-0.22,9000,-0.597,17500,-0.22,20000.0,-0.109,10000,-0.552,15000.0,-0.331,17000,-0.242,15000,-0.331,17500,-0.22,20000,-0.109,25000.0,0.113,17500,-0.22,15000,-0.331,20081,-0.105,24604.0,0.095,2025-02-12 06:32:55 PM EST
"Homa, Max",150,34383.0,14000.0,-0.591,9000,-0.736,17500,-0.49,12500.0,-0.635,12500,-0.635,15000.0,-0.562,17000,-0.504,12500,-0.635,10000,-0.707,12500,-0.635,18500.0,-0.461,10000,-0.707,12500,-0.635,17344,-0.494,19457.0,-0.433,2025-02-12 06:32:55 PM EST
"English, Harris",150,31314.0,7000.0,-0.774,7000,-0.774,9000,-0.71,6000.0,-0.806,6000,-0.806,8000.0,-0.742,9000,-0.71,6000,-0.806,9000,-0.71,6000,-0.806,11000.0,-0.647,6000,-0.806,6600,-0.787,8545,-0.725,10876.0,-0.651,2025-02-12 06:32:55 PM EST
"Dunlap, Nick",150,42453.0,17500.0,-0.586,15000,-0.645,25000,-0.41,20000.0,-0.528,15000,-0.645,20000.0,-0.528,25000,-0.41,15000,-0.645,17500,-0.586,15000,-0.645,27500.0,-0.351,15000,-0.645,15000,-0.645,18582,-0.561,28084.0,-0.338,2025-02-12 06:32:55 PM EST
"Rose, Justin",150,39374.0,11000.0,-0.719,7500,-0.807,15000,-0.617,10000.0,-0.744,10000,-0.744,12000.0,-0.693,15000,-0.617,10000,-0.744,12500,-0.681,12500,-0.681,13500.0,-0.655,10000,-0.744,10000,-0.744,15742,-0.599,14718.0,-0.625,2025-02-12 06:32:55 PM EST
"Hoge, Tom",150,36264.0,17500.0,-0.516,15000,-0.585,30000,-0.172,15000.0,-0.585,10000,-0.722,20000.0,-0.447,27000,-0.255,15000,-0.585,27500,-0.241,15000,-0.585,27500.0,-0.241,12500,-0.653,15000,-0.585,22689,-0.373,29251.0,-0.193,2025-02-12 06:32:55 PM EST
"Cole, Eric",150,29026.0,20000.0,-0.31,15000,-0.482,30000,0.033,20000.0,-0.31,15000,-0.482,20000.0,-0.31,27000,-0.07,17500,-0.396,22500,-0.224,12500,-0.567,30000.0,0.033,20000,-0.31,15000,-0.482,20070,-0.307,23435.0,-0.192,2025-02-12 06:32:55 PM EST
"Hubbard, Mark",150,39900.0,30000.0,-0.247,27500,-0.31,40000,0.002,30000.0,-0.247,25000,-0.372,35000.0,-0.122,40000,0.002,25000,-0.372,40000,0.002,20000,-0.497,40000.0,0.002,25000,-0.372,20000,-0.497,25612,-0.357,,0.0,2025-02-12 06:32:55 PM EST
"Echavarria, Nicolas",150,39116.0,27500.0,-0.296,20000,-0.487,35000,-0.105,25000.0,-0.36,25000,-0.36,25000.0,-0.36,35000,-0.105,20000,-0.487,35000,-0.105,20000,-0.487,30000.0,-0.232,20000,-0.487,20000,-0.487,34932,-0.107,,0.0,2025-02-12 06:32:55 PM EST
"Knapp, Jake",150,84407.0,19000.0,-0.774,10000,-0.88,30000,-0.644,17500.0,-0.792,15000,-0.821,20000.0,-0.762,27000,-0.679,15000,-0.821,20000,-0.762,20000,-0.762,17000.0,-0.798,20000,-0.762,15000,-0.821,14948,-0.822,,0.0,2025-02-12 06:32:55 PM EST
"Pavon, Matthieu",150,119900.0,27500.0,-0.77,20000,-0.833,35000,-0.708,30000.0,-0.749,25000,-0.791,25000.0,-0.791,35000,-0.708,25000,-0.791,20000,-0.833,30000,-0.749,30000.0,-0.749,25000,-0.791,25000,-0.791,30312,-0.747,,0.0,2025-02-12 06:32:55 PM EST
"List, Danny",150,,inf,-1.0,47500,-1.0,100000,-1.0,inf,-1.0,100000,-1.0,inf,-1.0,100000,-1.0,150000,-1.0,150000,-1.0,150000,-1.0,inf,-1.0,100000,-1.0,100000,-1.0,45159,-1.0,,0.0,2025-02-12 06:32:55 PM EST
